Name,Index Year,Overall Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom
Ecuador,2015,49.2,15.0,N/A,35.0,79.1,51.0,N/A,51.4,51.3,68.2,71.4,30.0,40.0
Egypt,2015,55.2,20.0,N/A,32.0,85.8,68.0,N/A,65.4,53.6,67.4,70.0,50.0,40.0
"El Salvador ",2015,65.7,35.0,N/A,38.0,79.4,85.5,N/A,53.3,53.3,82.5,85.2,75.0,70.0
Equatorial Guinea,2015,40.4,10.0,N/A,19.0,75.4,31.4,N/A,37.5,33.5,78.3,53.8,35.0,30.0
Eritrea,2015,38.9,10.0,N/A,20.0,57.0,71.8,N/A,18.2,65.5,57.8,69.2,0.0,20.0
Estonia,2015,76.8,90.0,N/A,68.0,80.6,53.2,N/A,81.5,58.7,77.6,88.0,90.0,80.0
Eswatini,2015,59.9,40.0,N/A,39.0,76.4,68.6,N/A,60.5,69.3,73.9,76.0,55.0,40.0
Ethiopia,2015,51.5,30.0,N/A,33.0,77.4,91.4,N/A,55.9,56.4,66.1,64.4,20.0,20.0
Fiji,2015,59.0,25.0,N/A,22.3,81.3,74.6,N/A,63.2,75.2,78.3,70.2,50.0,50.0
Finland,2015,73.4,90.0,N/A,89.0,66.4,3.6,N/A,92.6,54.8,79.9,88.0,90.0,80.0
France,2015,62.5,80.0,N/A,71.0,47.5,2.5,N/A,80.2,43.5,77.5,83.0,70.0,70.0
Gabon,2015,58.3,40.0,N/A,34.0,77.5,74.6,N/A,57.9,64.3,78.4,61.0,55.0,40.0
Georgia,2015,73.0,40.0,N/A,49.0,87.2,73.8,N/A,88.6,79.9,82.7,88.6,80.0,60.0
Germany,2015,73.8,90.0,N/A,78.0,60.8,40.1,N/A,88.2,51.2,81.5,88.0,90.0,70.0
Ghana,2015,63.0,50.0,N/A,46.0,84.6,70.8,N/A,62.5,56.9,69.2,64.8,65.0,60.0
Greece,2015,54.0,40.0,N/A,40.0,64.2,0.0,N/A,73.3,51.6,77.8,83.0,60.0,50.0
"Guatemala ",2015,60.4,20.0,N/A,29.0,79.6,94.1,N/A,54.7,50.6,76.8,84.6,65.0,50.0
Guinea,2015,52.1,15.0,N/A,24.0,68.1,79.5,N/A,51.6,74.4,66.7,61.2,40.0,40.0
Guinea-Bissau,2015,52.0,20.0,N/A,19.0,89.1,88.0,N/A,39.6,61.7,77.5,65.4,30.0,30.0
Guyana,2015,55.5,25.0,N/A,27.0,68.7,70.8,N/A,63.8,74.5,78.4,72.0,45.0,30.0
Haiti,2015,51.3,10.0,N/A,19.0,80.3,76.2,N/A,43.1,63.7,73.5,77.6,40.0,30.0
"Honduras ",2015,57.4,30.0,N/A,26.0,84.9,78.7,N/A,53.2,28.0,75.4,77.6,60.0,60.0
Hong Kong,2015,89.6,90.0,N/A,75.0,93.2,89.7,N/A,100.0,95.9,81.8,90.0,90.0,90.0
"Hungary ",2015,66.8,55.0,N/A,54.0,78.7,25.9,N/A,74.5,67.7,79.2,88.0,75.0,70.0
Iceland,2015,72.0,90.0,N/A,78.0,72.0,32.6,N/A,90.5,62.2,77.0,88.0,70.0,60.0
India,2015,54.6,55.0,N/A,36.0,79.4,78.3,N/A,43.3,48.7,65.3,64.6,35.0,40.0
Indonesia,2015,58.1,30.0,N/A,32.0,83.3,88.3,N/A,49.3,48.7,74.9,74.8,40.0,60.0
Iran,2015,41.8,10.0,N/A,25.0,81.2,93.0,N/A,57.0,51.3,48.7,41.4,0.0,10.0
Iraq,2015,N/A,N/A,N/A,16.0,N/A,43.8,N/A,57.7,74.4,73.6,N/A,N/A,N/A
Ireland,2015,76.6,85.0,N/A,72.0,73.6,45.6,N/A,82.1,76.2,83.9,88.0,90.0,70.0
Israel,2015,70.5,75.0,N/A,61.0,61.9,47.8,N/A,72.4,67.1,81.6,88.6,80.0,70.0
Italy,2015,61.7,55.0,N/A,43.0,54.2,23.2,N/A,71.9,55.4,81.2,88.0,85.0,60.0
"Jamaica ",2015,67.7,40.0,N/A,38.0,81.5,73.2,N/A,85.9,76.5,71.4,75.0,85.0,50.0
Japan,2015,73.3,80.0,N/A,74.0,68.7,47.1,N/A,84.1,90.2,86.7,82.6,70.0,50.0
Jordan,2015,69.3,60.0,N/A,45.0,93.7,70.7,N/A,59.1,74.4,80.6,79.6,70.0,60.0
Kazakhstan,2015,63.3,25.0,N/A,26.0,93.2,85.0,N/A,73.7,87.0,74.6,79.0,40.0,50.0
Kenya,2015,55.6,30.0,N/A,27.0,78.0,72.1,N/A,47.9,63.8,72.8,64.0,50.0,50.0
Kiribati,2015,46.4,30.0,N/A,29.2,73.0,0.0,N/A,56.8,83.9,80.6,55.4,25.0,30.0
Kosovo,2015,N/A,30.0,N/A,33.0,N/A,73.9,N/A,66.8,72.1,74.9,N/A,65.0,N/A
Kuwait,2015,62.5,45.0,N/A,43.0,97.7,61.1,N/A,58.6,64.2,74.0,76.2,55.0,50.0
"Kyrgyz Republic ",2015,61.3,20.0,N/A,24.0,93.6,53.2,N/A,73.7,85.0,73.8,80.2,60.0,50.0
Laos,2015,51.4,15.0,N/A,26.0,86.2,86.8,N/A,59.5,57.1,74.5,58.6,30.0,20.0
Latvia,2015,69.7,50.0,N/A,53.0,84.4,59.2,N/A,82.1,61.5,83.8,88.0,85.0,50.0
Lebanon,2015,59.3,20.0,N/A,28.0,91.3,70.6,N/A,54.7,60.7,72.0,75.8,60.0,60.0
Lesotho,2015,49.6,35.0,N/A,49.0,68.5,0.0,N/A,54.7,63.9,75.2,64.6,45.0,40.0
Liberia,2015,52.7,25.0,N/A,38.0,83.0,69.9,N/A,60.1,43.9,72.7,74.4,40.0,20.0
Libya,2015,N/A,10.0,N/A,15.0,95.0,37.5,N/A,46.8,66.7,71.4,80.0,5.0,N/A
Liechtenstein,2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.0,85.0,80.0
Lithuania,2015,74.7,60.0,N/A,57.0,92.9,61.3,N/A,84.9,62.0,81.2,88.0,80.0,80.0
Luxembourg,2015,73.2,90.0,N/A,80.0,62.3,42.2,N/A,71.3,42.1,80.7,88.0,95.0,80.0
Macau,2015,70.3,60.0,N/A,49.7,71.8,91.8,N/A,60.0,50.0,74.9,90.0,85.0,70.0
Madagascar,2015,61.7,45.0,N/A,28.0,90.9,94.7,N/A,62.3,45.1,79.2,71.8,50.0,50.0
Malawi,2015,54.8,40.0,N/A,37.0,78.5,49.0,N/A,49.1,63.1,53.8,72.2,55.0,50.0
"Malaysia ",2015,70.8,55.0,N/A,50.0,84.4,74.0,N/A,93.5,75.7,80.8,80.0,55.0,60.0
Maldives,2015,53.4,25.0,N/A,21.9,95.5,50.6,N/A,85.8,73.4,74.1,47.8,30.0,30.0
Mali,2015,56.4,25.0,N/A,28.0,69.6,89.2,N/A,47.2,50.7,81.1,73.2,60.0,40.0
Malta,2015,66.5,75.0,N/A,56.0,63.1,44.4,N/A,61.0,55.6,81.8,88.0,80.0,60.0
Mauritania,2015,53.3,25.0,N/A,30.0,80.2,59.8,N/A,50.5,52.1,76.6,69.0,50.0,40.0
Mauritius,2015,76.4,65.0,N/A,52.0,91.9,87.4,N/A,78.0,68.2,77.6,88.4,85.0,70.0
Mexico,2015,66.4,50.0,N/A,34.0,77.8,78.0,N/A,71.5,59.9,77.6,85.6,70.0,60.0
Micronesia,2015,49.6,30.0,N/A,30.0,93.2,0.0,N/A,51.0,79.1,76.9,81.0,25.0,30.0
Moldova,2015,57.5,40.0,N/A,35.0,85.1,51.8,N/A,66.8,40.6,76.1,79.8,50.0,50.0
Mongolia,2015,59.2,30.0,N/A,38.0,83.9,35.6,N/A,68.2,82.7,69.2,74.8,50.0,60.0
Montenegro,2015,64.7,40.0,N/A,44.0,92.6,36.7,N/A,77.1,77.5,79.7,84.8,65.0,50.0
Morocco,2015,60.1,40.0,N/A,37.0,70.9,61.0,N/A,68.8,33.4,81.9,78.2,70.0,60.0
"Mozambique ",2015,54.8,30.0,N/A,30.0,75.2,66.5,N/A,60.9,37.9,82.0,75.4,40.0,50.0
Namibia,2015,59.6,30.0,N/A,48.0,66.7,56.0,N/A,64.3,90.9,74.3,71.2,55.0,40.0
Nepal,2015,51.3,30.0,N/A,31.0,85.6,88.9,N/A,65.7,44.3,70.5,61.8,5.0,30.0
Netherlands,2015,73.7,90.0,N/A,83.0,51.8,23.8,N/A,84.3,66.3,79.8,88.0,90.0,80.0
New Zealand,2015,82.1,95.0,N/A,91.0,70.4,43.0,N/A,95.5,91.4,87.6,86.8,80.0,80.0
"Nicaragua ",2015,57.6,10.0,N/A,28.0,78.4,76.6,N/A,58.0,56.7,67.8,85.4,65.0,50.0
Niger,2015,54.6,30.0,N/A,34.0,76.6,83.6,N/A,39.2,40.9,81.3,65.6,55.0,40.0
Nigeria,2015,55.6,30.0,N/A,25.0,85.2,76.1,N/A,48.3,77.7,70.4,63.8,40.0,40.0
North Korea,2015,1.3,5.0,N/A,8.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,2015,67.1,35.0,N/A,44.0,91.4,65.6,N/A,79.2,70.7,79.0,86.2,60.0,60.0
Norway,2015,71.8,90.0,N/A,86.0,52.1,43.8,N/A,92.1,48.2,81.7,89.4,75.0,60.0
Oman,2015,66.7,55.0,N/A,47.0,98.5,44.2,N/A,68.4,76.1,76.2,76.8,65.0,60.0
"Pakistan ",2015,55.6,30.0,N/A,28.0,77.7,86.1,N/A,65.6,42.1,71.2,65.6,50.0,40.0
"Panama ",2015,64.1,30.0,N/A,35.0,84.5,78.8,N/A,71.5,41.5,76.4,78.4,75.0,70.0
Papua New Guinea,2015,53.1,20.0,N/A,25.0,66.9,68.7,N/A,53.5,74.5,72.7,85.0,35.0,30.0
"Paraguay ",2015,61.1,30.0,N/A,24.0,96.0,81.9,N/A,58.4,26.3,78.3,81.4,75.0,60.0
Peru,2015,67.7,40.0,N/A,38.0,78.6,88.5,N/A,67.7,63.4,83.9,87.0,70.0,60.0
Philippines,2015,62.2,30.0,N/A,36.0,79.1,89.3,N/A,55.3,58.2,78.8,75.4,60.0,60.0
Poland,2015,68.6,60.0,N/A,60.0,82.1,47.1,N/A,67.3,60.4,81.3,88.0,70.0,70.0
Portugal,2015,65.3,70.0,N/A,62.0,61.1,28.8,N/A,87.5,42.9,82.8,88.0,70.0,60.0
Qatar,2015,70.8,70.0,N/A,68.0,99.7,71.9,N/A,70.5,71.2,79.7,81.8,45.0,50.0
"Republic of Congo ",2015,42.7,10.0,N/A,22.0,67.4,60.7,N/A,36.8,36.0,71.6,62.4,30.0,30.0
Romania,2015,66.6,40.0,N/A,43.0,86.9,62.3,N/A,69.8,68.6,77.3,88.0,80.0,50.0
Russia,2015,52.1,20.0,N/A,28.0,86.1,57.8,N/A,76.3,58.9,63.9,75.0,25.0,30.0
Rwanda,2015,64.8,30.0,N/A,53.0,80.2,79.2,N/A,59.5,84.5,76.0,80.8,65.0,40.0
Saint Lucia,2015,70.2,70.0,N/A,71.0,77.7,65.8,N/A,75.6,79.8,85.5,72.0,65.0,40.0
Saint Vincent and the Grenadines,2015,68.0,70.0,N/A,62.0,73.3,75.3,N/A,70.8,78.2,82.3,68.4,60.0,40.0
Samoa,2015,61.9,60.0,N/A,38.0,80.2,46.5,N/A,73.6,78.4,81.2,75.8,55.0,30.0
"São Tomé and Príncipe ",2015,53.3,25.0,N/A,42.0,87.8,41.4,N/A,65.1,45.8,70.7,75.2,50.0,30.0
Saudi Arabia,2015,62.1,40.0,N/A,46.0,99.7,61.9,N/A,65.8,72.7,68.4,76.4,40.0,50.0
Senegal,2015,57.8,40.0,N/A,41.0,71.3,74.6,N/A,54.6,39.5,83.0,74.0,60.0,40.0
"Serbia ",2015,60.0,45.0,N/A,42.0,82.4,27.1,N/A,57.8,70.4,72.2,78.2,75.0,50.0
Seychelles,2015,57.5,50.0,N/A,54.0,79.8,59.4,N/A,67.7,63.9,76.0,44.0,50.0,30.0
Sierra Leone,2015,51.7,10.0,N/A,30.0,80.8,87.5,N/A,53.4,41.6,68.5,70.2,55.0,20.0
Singapore,2015,89.4,90.0,N/A,86.0,91.2,93.8,N/A,96.9,96.9,83.7,90.0,85.0,80.0
Slovakia,2015,67.2,50.0,N/A,47.0,80.8,55.1,N/A,69.6,56.5,75.5,88.0,80.0,70.0
Slovenia,2015,60.3,60.0,N/A,57.0,58.1,0.0,N/A,81.2,57.1,81.3,88.0,70.0,50.0
Solomon Islands,2015,47.0,30.0,N/A,25.0,61.1,25.7,N/A,67.7,68.6,74.3,73.0,15.0,30.0
Somalia,2015,N/A,N/A,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,2015,62.6,50.0,N/A,42.0,69.5,68.2,N/A,73.0,61.6,74.9,76.6,50.0,60.0
South Korea,2015,71.5,75.0,N/A,55.0,72.5,67.9,N/A,89.7,51.1,81.6,72.6,70.0,80.0
Spain,2015,67.6,70.0,N/A,59.0,53.1,39.8,N/A,77.5,52.6,81.3,88.0,85.0,70.0
Sri Lanka,2015,58.6,35.0,N/A,37.0,85.0,88.4,N/A,72.5,58.7,68.2,71.6,30.0,40.0
Sudan,2015,N/A,N/A,N/A,11.0,86.4,94.5,N/A,49.0,43.8,52.8,55.6,15.0,N/A
Suriname,2015,54.2,35.0,N/A,36.0,69.3,73.8,N/A,42.2,81.9,77.2,66.2,30.0,30.0
Sweden,2015,72.7,90.0,N/A,89.0,43.0,19.2,N/A,87.9,54.0,85.5,88.0,90.0,80.0
Switzerland,2015,80.5,90.0,N/A,85.0,70.3,65.1,N/A,78.1,75.3,86.3,90.0,85.0,80.0
Syria,2015,N/A,10.0,N/A,17.0,N/A,N/A,N/A,57.3,49.1,N/A,N/A,0.0,20.0
Taiwan,2015,75.1,70.0,N/A,61.0,80.4,87.1,N/A,92.4,55.2,83.3,86.4,75.0,60.0
Tajikistan,2015,52.7,20.0,N/A,22.0,92.1,81.9,N/A,65.4,46.4,69.6,74.6,25.0,30.0
Tanzania,2015,57.5,30.0,N/A,33.0,79.9,79.3,N/A,45.0,61.4,69.7,67.0,60.0,50.0
"Thailand ",2015,62.4,40.0,N/A,35.0,81.5,81.4,N/A,72.5,63.5,69.9,75.4,45.0,60.0
The Bahamas,2015,68.7,70.0,N/A,71.0,97.8,83.2,N/A,68.9,75.3,78.8,52.2,30.0,60.0
The Gambia,2015,57.5,25.0,N/A,28.0,75.4,73.4,N/A,55.7,66.7,70.8,65.0,65.0,50.0
Timor-Leste,2015,45.5,20.0,N/A,30.0,64.7,0.0,N/A,59.8,72.0,68.7,79.6,40.0,20.0
Togo,2015,53.0,30.0,N/A,29.0,69.7,78.1,N/A,51.9,43.4,80.4,67.8,50.0,30.0
Tonga,2015,59.3,20.0,N/A,28.6,87.2,79.0,N/A,74.1,92.1,73.5,78.4,40.0,20.0
Trinidad and Tobago,2015,64.1,50.0,N/A,38.0,79.0,69.3,N/A,65.3,76.6,74.3,78.6,60.0,50.0
Tunisia,2015,57.7,40.0,N/A,41.0,74.3,70.8,N/A,81.2,69.1,74.8,61.2,35.0,30.0
Turkey,2015,63.2,45.0,N/A,50.0,76.1,57.6,N/A,61.0,50.2,72.4,84.6,75.0,60.0
Turkmenistan,2015,41.4,5.0,N/A,17.0,94.0,93.5,N/A,30.0,20.0,64.2,80.0,0.0,10.0
Uganda,2015,59.7,25.0,N/A,26.0,73.3,89.0,N/A,43.3,87.5,76.3,76.6,60.0,40.0
Ukraine,2015,46.9,20.0,N/A,25.0,78.7,28.0,N/A,59.3,48.2,78.6,85.8,15.0,30.0
United Arab Emirates,2015,72.4,55.0,N/A,69.0,99.5,85.8,N/A,74.7,83.8,83.8,82.4,40.0,50.0
United Kingdom,2015,75.8,90.0,N/A,76.0,62.9,30.3,N/A,91.1,75.6,74.4,88.0,90.0,80.0
United States,2015,76.2,80.0,N/A,73.0,66.2,51.8,N/A,88.8,98.5,76.6,87.0,70.0,70.0
"Uruguay ",2015,68.6,70.0,N/A,73.0,77.1,65.1,N/A,72.6,64.3,71.6,81.8,80.0,30.0
Uzbekistan,2015,47.0,15.0,N/A,17.0,90.2,67.3,N/A,73.1,64.2,63.5,69.8,0.0,10.0
Vanuatu,2015,61.1,40.0,N/A,33.5,97.2,83.8,N/A,51.5,46.4,82.9,75.4,60.0,40.0
"Venezuela ",2015,34.3,5.0,N/A,20.0,75.0,52.0,N/A,41.6,24.2,42.8,62.8,0.0,20.0
Vietnam,2015,51.7,15.0,N/A,31.0,79.1,77.1,N/A,61.5,62.9,66.8,78.6,15.0,30.0
Yemen,2015,53.7,30.0,N/A,18.0,91.5,59.9,N/A,54.0,57.1,68.5,77.6,50.0,30.0
Zambia,2015,58.7,30.0,N/A,38.0,71.9,78.0,N/A,68.2,46.0,73.2,76.8,55.0,50.0
Zimbabwe,2015,37.6,10.0,N/A,21.0,66.6,74.2,N/A,37.1,23.7,75.4,58.4,0.0,10.0
=======
Afghanistan,2018,51.3,17.9,28.2,26.2,91.8,79.3,98.3,53.0,57.3,77.8,66.0,10.0,10.0
Albania,2018,64.5,54.1,25.4,39.9,85.1,72.7,67.5,69.1,50.4,82.4,87.8,70.0,70.0
Algeria,2018,44.7,27.8,35.2,29.0,74.0,45.9,19.2,68.1,48.7,69.9,63.5,25.0,30.0
Angola,2018,48.6,36.0,25.4,18.9,82.4,69.1,54.8,58.3,50.9,58.5,59.5,30.0,40.0
Argentina,2018,52.3,40.8,44.5,32.6,65.7,55.6,52.6,56.2,43.3,51.3,70.3,55.0,60.0
Armenia,2018,68.7,55.3,47.4,40.5,84.7,80.0,67.2,78.7,69.9,75.8,80.0,75.0,70.0
Australia,2018,80.9,78.7,93.4,77.4,63.0,61.2,84.3,89.1,79.7,87.4,86.2,80.0,90.0
Austria,2018,71.8,83.5,80.9,73.5,49.9,19.4,81.1,75.5,66.7,83.7,86.9,90.0,70.0
Azerbaijan,2018,64.3,53.6,36.8,39.9,87.5,59.4,95.5,72.3,71.9,65.6,74.6,55.0,60.0
Bahrain,2018,67.7,62.1,55.1,51.8,99.9,66.4,6.5,75.5,76.5,79.9,83.4,75.0,80.0
"Bangladesh ",2018,55.1,32.4,32.6,21.2,72.7,94.2,78.9,52.1,66.4,69.0,61.2,50.0,30.0
Barbados,2018,57.0,51.4,54.4,53.8,74.0,39.3,0.0,70.5,63.2,85.0,62.2,70.0,60.0
Belarus,2018,58.1,53.5,57.3,42.0,89.8,47.9,75.4,74.1,73.1,62.3,81.4,30.0,10.0
Belgium,2018,67.5,81.2,69.5,70.9,44.0,12.1,67.9,80.6,59.5,82.6,86.9,85.0,70.0
Belize,2018,57.1,42.1,53.5,34.7,80.0,65.5,50.0,62.9,48.7,78.3,64.9,55.0,50.0
Benin,2018,56.7,35.5,31.3,30.2,67.4,85.6,49.7,60.7,49.9,84.7,55.6,80.0,50.0
Bhutan,2018,61.8,60.9,51.6,50.9,83.0,72.2,80.0,72.5,75.7,70.5,74.4,20.0,30.0
Bolivia,2018,44.1,19.0,11.4,23.1,85.7,46.5,46.8,59.2,49.2,67.5,75.5,5.0,40.0
Bosnia and Herzegovina,2018,61.4,39.5,43.7,28.4,83.5,41.5,94.4,49.3,59.6,83.5,87.8,65.0,60.0
Botswana,2018,69.9,57.7,54.7,56.6,76.1,63.4,98.2,69.5,64.6,79.0,83.9,65.0,70.0
Brazil,2018,51.4,55.8,55.5,31.4,70.6,50.7,7.7,58.6,46.8,71.4,68.5,50.0,50.0
Brunei Darussalam,2018,64.2,56.6,57.1,45.4,85.6,57.7,20.0,79.9,88.9,75.1,89.1,65.0,50.0
Bulgaria,2018,68.3,63.6,42.5,38.2,90.9,60.5,94.3,64.3,66.1,82.8,86.9,70.0,60.0
Burkina Faso,2018,60.0,42.1,47.1,31.8,80.6,83.7,80.4,51.5,47.0,84.5,65.8,65.0,40.0
Burma,2018,53.9,32.5,17.6,28.2,86.3,84.7,89.2,54.2,65.9,67.6,70.9,30.0,20.0
Burundi,2018,50.9,17.6,21.7,26.2,71.0,78.6,54.8,53.0,63.2,70.2,69.2,55.0,30.0
Cabo Verde,2018,60.0,42.1,52.0,42.8,74.0,71.5,40.2,64.6,40.5,83.5,68.2,80.0,60.0
Cambodia,2018,58.7,36.0,24.5,17.7,89.8,86.5,92.1,30.6,57.7,79.7,80.3,60.0,50.0
Cameroon,2018,51.9,40.6,29.4,23.4,73.7,86.1,72.0,44.0,42.9,82.5,53.4,25.0,50.0
Canada,2018,77.7,87.5,77.1,78.3,76.7,52.3,81.2,81.8,71.3,77.5,88.1,80.0,80.0
Central African Republic,2018,49.2,17.9,28.2,24.6,64.6,94.6,96.4,27.2,34.5,70.5,57.2,45.0,30.0
Chad,2018,49.3,25.1,24.1,23.1,44.8,90.5,81.9,29.4,40.3,79.9,52.2,60.0,40.0
Chile,2018,75.2,67.9,63.4,61.2,78.0,81.3,91.7,72.4,60.4,82.4,88.7,85.0,70.0
China,2018,57.8,46.7,65.4,47.3,70.4,71.6,85.9,54.9,61.4,71.4,73.2,25.0,20.0
Colombia,2018,68.9,60.7,36.4,33.4,80.3,74.4,82.2,78.6,75.2,73.9,81.6,80.0,70.0
Comoros,2018,56.2,36.7,28.2,27.5,59.7,77.8,96.6,57.5,58.7,81.2,74.9,45.0,30.0
"Costa Rica ",2018,65.6,54.8,57.8,51.8,79.3,88.9,46.8,68.3,50.3,85.0,84.7,70.0,50.0
"Côte d'Ivoire ",2018,62.0,39.4,44.2,36.6,76.4,84.6,80.8,62.1,47.6,73.6,73.7,75.0,50.0
Croatia,2018,61.0,65.9,56.5,40.5,66.0,32.5,67.2,58.9,43.0,79.1,87.4,75.0,60.0
